100,,,,,,,
0.037,0.209,0.175,0.093,0.031,0.026,0.45,0.016
0,0,0.37,0.25,0.05,0.02,0.30,0.01
0,0.40,0,0.35,0.01,0.02,0.2,0.02
0,0.42,0.41,0,0.07,0.01,0.08,0.01
0,0.61,0.11,0.15,0,0.03,0.08,0.02
0,0.15,0.1,0.08,0.15,0,0.26,0.26
0,0.2,0.2,0.04,0.01,0.50,0.00,0.05
0,0.07,0.03,0.03,0.05,0.57,0.25,0
