20198,1,3,2,4,6,5,7
16902,3,1,2,4,6,5,7
8960,2,4,1,3,6,5,7
3018,2,4,3,1,6,5,7
2496,4,6,7,5,1,3,2
43562,4,5,6,3,2,1,7
1568,5,4,7,6,2,3,1
3616,0,0,0,0,0,0,0
